ID,NPC,CODIGO,ORIGINAL,AIRTEX,CARTER,KEM,WALBRO,PFP,DELPHI,STD,WELLS,TOMCO,TRANSPO,WAI,BOSCH,UNIPOINT,VALEO,INTERFIL,NUMERO,PRESENTACION,TIPO,SUB TIPO,EMBALAJE,OE / OTRO,TIPO DECOMPONENTE,TIPO DE COMPONENTE GENERAL,MARCA,MARCA REFACCION,PROVEEDOR,DESCRIPCION,PRECIODE LISTA
588,02557C,,,,,,,,,,,,,39-106,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE ALTERNADOR DELCO CS130 CUTLASS CS130 WAI 39-106,18.79
589,02554C,,,,,,,,,,,,,39-109,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE ALTERNADOR DELCO CS130D SERIE NUEVA WAI 39-109,23.56
590,36419C,,,,,,,,,,,,,39-108,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE ALTERNADOR DELCO CS144 LINEA CHEVROLET,23.56
591,02548C,,,,,,,,,,,,,39-201,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,FORD,ROI,CIOSA,PORTA CARBON DE ALTERNADOR FORD 1G 70/90A CON CABLE WAI 39-201,26.42
592,02558C,,,,,,,,,,,,,39-207,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,FORD,ROI,CIOSA,PORTA CARBON DE ALTERNADOR FORD 3G WAI 39-207,22.09
593,37378C,,,,,,,,,,,,,39-8207,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,JEEP,ROI,CIOSA,"PORTA CARBON DE ALTERNADOR NIPPONDENSO 100-160A JEEP, PONTIAC",25.52
594,37377C,,,,,,,,,,,,,39-8206,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHRYSLER,ROI,CIOSA,"PORTA CARBON DE ALTERNADOR NIPPONDENSO 100-170A TOYOTA, CHRYSLE",25.52
595,03051C,,,,,,,,,,,,,39-8202,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHRYSLER,ROI,CIOSA,PORTA CARBON DE ALTERNADOR NIPPONDENSO CHRYSLER WAI 39-8202,21.12
596,12512C,,,,,,,,,,,,,39-8203,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,HONDA,ROI,CIOSA,"PORTA CARBON DE ALTERNADOR NIPPONDENSO TOYOTA, HONDA, ISUZU, MAZDA 2 TERMINALES WAI 38-8203",22.09
597,02566C,,,,,,,,,,,,,39-8200,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,HONDA,ROI,CIOSA,PORTA CARBON DE ALTERNADOR NIPPONDENSO AUTOS JAPONESES HONDA WAI 39-8200,22.86
598,05582C,,,,,,,,,,,,,,1-105-853-318,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,VOLKSWAGEN,ROI,CIOSA,PORTA CARBON GENERADOR BOSCH VW,61.59
599,02928C,,,,,,,,,,,,,,1 004 336 985,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,"PORTA CARBON DE MARCHA BOSCH CHEVROLET CHEVY, NISSAN TSURU III , VW GOLF, JETTA A3 ( 1 004 336 985 )",71.18
600,36424C,,,,,,,,,,,,,69-9125,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,NISSAN,ROI,CIOSA,"PORTA CARBON DE MARCHA BOSCH DODGE SHADOW, SPIRIT, NISSAN",74.96
601,36665C,,,,,,,,,,,,,68-127,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,NISSAN,ROI,CIOSA,PORTA CARBON DE MARCHA DELCO PG260D NISSAN SENTRA 1.8L 02-05,87.75
602,36426C,,,,,,,,,,,,,69-119,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,"PORTA CARBON DE MARCHA DELCO PG260D CADILLAC, CHEVROLET, GMC, ISUZU, OLDSMOBILE, PONTIAC, 01-05",90.82
603,02925C,,,,,,,,,,,,,,1 004 336 246,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,NISSAN,ROI,CIOSA,"PORTA CARBON DE MARCHA BOSCH NISSAN D21 (94-03) , CHRYSLER SPIRIT IMANES ( 1 004 336 246 ) WAI 69-9111",77.65
604,36427C,,,,,,,,,,,,,69-117,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,"PORTA CARBON DE MARCHA DELCO PG260F2 CHEVROLET, PONTIAC.",88.87
605,12505C,,,,,,,,,,,,,69-118,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,"PORTA CARBON DE MARCHA DELCO PG260F2 SERIES PICK-UP, ASTRO, BLAZER WAI 69-118",88.35
606,36428C,,,,,,,,,,,,,69-121,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,"PORTA CARBON DE MARCHA DELCO PG260L CHEVROLET, GMC, ISUZU, PONTIAC, CADILLAC.",85.7
607,12507C,,,,,,,,,,,,,69-114,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,"PORTA CARBON DE MARCHA DELCO PG260M CHEVORLET SUBURBAN, CENTURY, CAVALIER 97 WAI 69-114",81
608,02656C,,,,,,,,,,,,,69-109,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE MARCHA DELCO SD210 CHEVROLET CAVALIER IMANES WAI 69-109,76.05
609,36429C,,,,,,,,,,,,,69-1200,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,,ROI,CIOSA,"PORTA CARBON DE MARCHA DELCO SERIES 5MT, SD200, SD250",2.27
610,02564C,,,,,,,,,,,,,69-201,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,FORD,ROI,CIOSA,PORTA CARBON DE MARCHA FORD IMANES ( PMGR ) MOTORCRAFT COMPLETO WAI 69-201,50.09
611,38483C,,,,,,,,,,,,,69-204,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,FORD,ROI,CIOSA,"PORTA CARBON MARCHA FORD ESCAPE,FOCUS,MAZDA 03-09 WAI 64-204",83.79
612,03042C,,,,,,,,,,,,,69-8105,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,NISSAN,ROI,CIOSA,PORTA CARBON DE MARCHA HITACHI NISSAN DATSUN 4 CARBONES 69-8105-2,52.52
613,05598C,,,,,,,,,,,,,69-8104,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,,ROI,CIOSA,PORTA CARBON DE MARCHA HITACHI COLECTOR HUECO GRANDE,58.93
614,36432C,,,,,,,,,,,,,69-8115,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,NISSAN,ROI,CIOSA,"PORTA CARBON DE MARCHA HITACHI NISSAN SENTRA, D21 90-97 SENTRA",70.69
615,36433C,,,,,,,,,,,,,69-8501,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,HONDA,ROI,CIOSA,"PORTA CARBON DE MARCHA MITSUBA HONDA CIVIC, ACCORD, ODYSSEY 98-01",68.24
616,12503C,,,,,,,,,,,,,69-8309,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,"PORTA CARBON DE MARCHA MITSUBISHI PMGR CHEVROLET, CHRYSLER, CARBON ANCHO CON MANCUERNA WAI 69-8309",76.5
617,36436C,,,,,,,,,,,,,69-8323,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHRYSLER,ROI,CIOSA,"PORTA CARBON DE MARCHA MITUSBISHI CHRYSLER SEBRING, DODGE STRATUS, ECLIPSE, GALANT 01-05",65.88
618,36437C,,,,,,,,,,,,,69-8212,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,TOYOTA,ROI,CIOSA,"PORTA CARBON DE MARCHA NIIPONDENSO TOYOTA COROLLA, MATRIX, PONTIAC VIBE 03-08",78.55
619,10721C,,,,,,,,,,,,,69-8201,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,HONDA,ROI,CIOSA,PORTA CARBON DE MARCHA NIPPONDENSO HONDA TOYOTA 69-8201,59.94
620,02659C,,,,,,,,,,,,,69-8206,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHRYSLER,ROI,CIOSA,PORTA CARBON DE MARCHA NIPPONDENSO CHRYSLER RAM CHARGER WAI 69-8206,60.93
621,02544C,,,,,,,,,,,,,69-301,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,DODGE,ROI,CIOSA,PORTA CARBON DE MARCHA PRESTOLITE DODGE CON OREJAS WAI 69-301,91.38
622,36440C,,,,,,,,,,,,,,,,494818,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,FORD,ROI,CIOSA,"PORTA CARBON DE MARCHA VALEO FORD FIESTA, IKON, KA, COURIER",42.42
623,36441C,,,,,,,,,,,,,,,,555649,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,"PORTA CARBON DE MARCHA VALEO NISSAN PLATINA, VW POLO, LUPO, POINTER, RENAULT CLIO, CHEVY.",67.49
624,11437C,,,,,,,,,,,,,69-8118,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,NISSAN,ROI,CIOSA,PORTA CARBON DE MARCHA HITACHI NISSAN TSURU III WAI 69-8118,50.56
625,13172C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #10 AYC 30 MTS. NEGRO,278.52
626,13174C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #10 AYC 30 MTS. ROJO,278.52
627,13179C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #12 AYC 30 MTS. NEGRO,181.91
628,13181C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #12 AYC 30 MTS. ROJO,181.91
629,13186C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #14 AYC 30 MTS. NEGRO,112.02
630,13188C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #14 AYC 30 MTS. ROJO,112.02
631,13193C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #16 AYC 30 MTS. NEGRO,75.22
632,13195C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #16 AYC 30 MTS. ROJO,75.22
633,13200C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #18 AYC 30 MTS. NEGRO,52.12
634,13202C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #18 AYC 30 MTS. ROJO,52.12
635,KS-2220K,,,E2471,P88004,266E,,P05,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,REPUESTO DE BOMBADE GASOLINAFORD EXPLORER ,150.62
636,KS-2221K,,,E2157,P74172,,,P2157,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,BOMBA GASOLINA FORD POCK UP F-150 LINCOLN,167.98
637,JM-40K,,,E2471,P88004,266E,,P05,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,"BOMBA DE GASOLINA JEEP CHEROKEE, GRAND CHEROKEE",153.24
638,T05,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,BOMBA GASOLINA NISSAN FORD T BOSCH ,124.11
639,KS-A152,,,"E3750M, E3752M","P76511M, P76286M",,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,MODULO BOMBA DE GASOLINA DODGE RAM (MEDIO REPUESTO),599.72
640,KS-A067,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,MODULO BOMBA DE GASOLINA VW POINTER 98-08 COMPLETA ,509.85
641,KS-A069,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,MODULO BOMBA DE GASOLINA HYUNDAI VERNA BY DODGE ,494.06
642,KS-CB-NIS-396,,,,,,,,,,,,,,,,,,,,,,,,CABLE BUJIA,SISTEMA DE ENCENDIDO,,KOLBEN,MAYOREO AUTOMOTRIZ,CABLE BUJIAS PICK UP D21 URVAN SILICON,1223.35
643,CH-NIS-395,,,,,,,,,,,,,,,,,,,,,,,,CABLE BUJIA,SISTEMA DE ENCENDIDO,,KOLBEN,MAYOREO AUTOMOTRIZ,CABLES BUJIAS NISSAN TSURU II ,91.35
644,43200-50Y00,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,S/M,MAYOREO AUTOMOTRIZ,MAZA NISSAN TS III TODOS /ORIGINAL TRASERA ,202.28
645,40210-VW00/R,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,S/M,MAYOREO AUTOMOTRIZ,MAZA BALERO NISSAN URVAN T/ORIGINAL DE RODILLO ,244.33
646,54560 VW010,,,,,,,,,,,,,,,,,,,,,,,,BUJE DE HORQUILLA,LINEA MECANICA,,S/M,MAYOREO AUTOMOTRIZ,BUJE HORQUILLA NISSAN URVAN JAPAN ,71.09
647,30770-62Y01,,,,,,,,,,,,,,,,,,,,,,,,CHICOTE,LINEA MECANICA,,KOLBEN,MAYOREO AUTOMOTRIZ,CHICOTE EMBRAGUE NIS TSURU III ,60.58
648,PT-CORSA,,,,,,,,,,,,,,,,,,,,,,,,POLEA TENZORA,LINEA MECANICA,,GENERAL PARTS,MAYOREO AUTOMOTRIZ,POLEA TENSORA GM CORSA TORNADO ASTRA LISA ,132.21
649,250606-F4200,,,,,,,,,,,,,,,,,,,,,,,,FLOTADOR,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,FLOTADOR BOMBA DE GASOLINA TSURU III,165.87
650,FCR19,,4762524,,,,,,,PR323,PR368,,,,0986MF2054,,,FGI-54,,,,,,,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,S/M,INYECCION ELECTRONICA,FILTRO REGULADOR DE GASOLINA RAM 50L,200
651,DYFCR27,,4546610,,,,,,,PR326,PR313,,,,0986MF2089,,,FGI-89A,,,,,,,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,S/M,INYECCION ELECTRONICA,FILTRO REGULADOR NEON STRATUS INTREPID 95-05,320
652,DY902204,,,,,,,,,,,,,,,,,,,,,,,,TERMOSTATO,LINEA MECANICA,,S/M,INYECCION ELECTRONICA,TERMOSTATO FORD EXPLORER 4.0L97-10 CON SENS.,180
653,DY84068,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,TRUMAN,INYECCION ELECTRONICA,REPUESTO DE BOMBA DE GASOLINA CHARLLENGER CHARGER ,485
654,DU515050,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,S/M,ASIA AUTOPARTES,MAZA FORD EXPLORER LINCOLN MOUNTAINER 5 BIRLOS ,719.4
655,DU513074,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,MAZA VOYAGER DELANTERA 96-99,366
656,DU513075,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,MAZA SPIRIT DELANTERO 91-95,321
657,DU15056753,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,HUB ASSEMBLY TAKAMAYA,ASIA AUTOPARTES,MAZA SIERRA 3500 01-07,774
658,DU515058,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,HUB ASSEMBLY TAKAMAYA,ASIA AUTOPARTES,MAZA SILVERADO TAHOE AVALANCHE SIERRA 99-05 SUBURBAN 03-05 ,1016.4
659,DU512333,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,CALIVER JEEP PATRIOT 07-15,785
660,DU513207,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,MAZA DURANGO 4X4 04-05 5 BIRLOS ,1199.89
661,DU515063,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,MAZA RAM 2000 3500 A ,1194
662,DU515070,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,MAZA RAM 4000 97-99 4X2 3500 94-99 8 BIRLOS,1234.2
663,DU515004,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,S/M,ASIA AUTOPARTES,MAZA EXPEDITION DELANTERA 97-00,680.7
664,DU515010,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,MAZA FORD F150 DELANTERA 4X4 97-00,660.9
665,DY019,,,,,,,,,,,,,,,,,,,,,,,,COLLARIN,LINEA MECANICA,,CILIONE HYDRAULY,ASIA AUTOPARTES,COLLARIN HID.619019 ,250
666,147-7007,,"37510PNA003, 37510PWB003",,,,,,,PC610,SU6147,22324,,,,,,,,,,,,,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,"SENSOR DE POSICION DE ARBOL DE LEVAS (CMP) HONDA ACCORD 03-07, CIVIC 02-11, CRV 02-10, FIT 07-08, ELEMENT 03-11, ACURA RSX 02-06, TSX 04-08, RDX 07-11",850
667,147-755,,3322050G00,,,,,,,PC226,SU1355,22249,,,,,,,,,,,,,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,TRACKER 2.0 LTS 4 CIL. (1999-03),385
668,147-605,,5269704AB,,,,,,,PC146S,SU3020,22023,,,,,,,,,,,,,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,"DODGE NEON SOHC 2.0 LTS. 4 CIL. (95-05), STRATUS 2.0 LTS. 4 CIL. (95-06)",378
669,147-631,,4882251AB,,,,,,,PC475,SU3019,22021,,,,,,,,,,,,,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,"STRATUS 2.0,2.4 LTS. 4 CIL. MPFI (95-97)",454
670,147-640,,56028133,,,,,,,PC244,SU3180,22281,,,,,,,,,,,,,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,"300C, 5.7 LTS., 8 CIL., (05-07); 300C SRT-8, 6.1 LTS., 8 CIL., (06-07)",699
671,147-792,,56028133,,,,,,,PC373,SU3180,22281,,,,,,,,,,,,,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,"ATOS 1.0 LTS. 4 CIL. (01-04), ATOS 1.1 LTS. 4 CIL. (05-12), i10 1.1 LTS. 4 CIL. (12-13),",652
672,147-217,,1F1Z6B288A,,,,,,,PC140,SU7805,22037,,,,,,,,,,,,,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,"CONTOUR 2.5 LTS. 6 CIL. (93-98), MYSTIQUE 2.5 LTS. 6 CIL. (95-00)",359
673,147-408,,10456043,,,,,,,PC7,SU137,22102,,,,,,,,,,,,,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,"CAMARO, CORVETTE 5.7 LTS. 8 CIL. (90-95), CAVALIER, CAVALIER Z-24",174
674,147-211,,1F2E6C315AA,,,,,,,PC51,SU294,22120,,,,,,,,,,,,,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,"PICK UP F-150 4.2 LTS. 6 CIL. (97-06), THUNDERBIRD SC 3.8 LTS. 6 CIL.",337
675,147-671,,90357491,,,,,,,,,22301,,,,,,,,,,,,,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,"CHEVY (MPFI Y TBI), CHEVY PICK UP (MPFI Y TBI), MONZA 1.4, 1.6 LTS. 4 CIL. (96-03),",703
676,147-670,,23731BN700,,,,,,,,,,,,,,,,,,,,,,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,PLATINA 1.6 LTS. 4 CIL. (01-07),326
677,147-610,,5269703,,,,,,,PC166,SU3025,22145,,,,,,,,,,,,,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,"CIRRUS 2.0, 2.4 LTS. 4 CIL. (97-00), PT CRUISER 2.4 LTS. 4 CIL. (01-02), ",426
678,147-433,,"10456042, 12562910",,,,,,,PC123,SU1207,22126,,,,,,,,,,,,,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,"BLAZER VORTEC, 4.3 LTS. 6 CIL.  MPFI (96-99)",607
679,147-443,,"213336, 8245756360",,,,,,,PC122,SU1181,22278,,,,,,,,,,,,,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,CAVALIER 2.2 LTS. 4 CIL. (97-02),202
680,147-213,,94BF6C315AA,,,,,,,PC63,SU291,22274,,,,,,,,,,,,,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,"FOCUS, FOCUS STATION WAGON, FOCUS ZX3 16 V. 2.0 LTS. 4 CIL. (00-04)",473
681,147-364,,,,,,,,,PC748,,,,,,,,,,,,,,,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,200  2.4 LTS. 4 CIL. (12-13),488
682,140-206,,10045847,,,,,,,TX3,SU102,,,,,,,,,,,,,,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,"CAVALIER (SOHC) 1995-2002, 4 CIL., 2.2 LTS. MPFI",97
683,140-101,,,,,,,,,TX45,,,,,,,,,,,,,,,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,"TOPAZ 1989-1994, 4 CIL., 2.3 LTS. MPFI",111
684,140-104,,F5AZ12A648A,,,,,,,TX61,SU284,12099,,,,,,,,,,,,,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,"ESCORT 1994-1995, 4 CIL., 1.9 LTS. MPFI",147
685,140-209,,10096181,,,,,,,TX66,TU178,12299,,,,,,,,,,,,,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,REGAL 3.8 LTS. 6 CIL. (1996),196
686,140-315,,56027873,,,,,,,TX81,SU3035,12095,,,,,,,,,,,,,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,"STRATUS 1997-1999, 4 CIL.,  2.0, 2.4 LTS. MPFI",147
687,140-317,,5269870AB,,,,,,,TX98,SU3207,12092,,,,,,,,,,,,,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,"CARAVAN, GRAND VOYAGER 3.3, 3.8 LTS. 6 CIL. (01-06), CHARGER 5.7 LTS.",179
688,TW296,,,,,,,,,TX108,,,,,,,,,,,,,,,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,TRAILBLAZER 4.2 LTS. 6 CIL. (04-05),205
689,141-432,,17110830,,,,,,,TH37,TPS113,14058,,,,,,,,,,,,,SENSOR DE POSICION DE ACELERADOR (TPS),SENSORES,,KEMPARTS,KEM PARTS,"CELEBRITY, CENTURY, CUTLASS 2.8 LTS. 6 CIL. (87-88)",685
690,141-439,,17083333,,,,,,,TH51,TPS121,14060,,,,,,,,,,,,,SENSOR DE POSICION DE ACELERADOR (TPS),SENSORES,,KEMPARTS,KEM PARTS,"CELEBRITY 1989, 6 ICL., 2.8 LTS. MPFI",443
691,141-996,,2262058Y00,,,,,,,TH123,TPS440,14996,,,,,,,,,,,,,SENSOR DE POSICION DE ACELERADOR (TPS),SENSORES,,KEMPARTS,KEM PARTS,"SENTRA, TSURU III, TSUBAME 1.6 LTS. 4 CIL. (92-97)",414
692,141-608,,4605103,,,,,,,TH136,TPS316,14107,,,,,,,,,,,,,SENSOR DE POSICION DE ACELERADOR (TPS),SENSORES,,KEMPARTS,KEM PARTS,"CHRYSLER CONCORDE, INTREPID, LEBARON, NEW YORKER, LH 3.5 LTS. 6 ",423
693,141-110,,4605128,,,,,,,TH144,TPS330,14110,,,,,,,,,,,,,SENSOR DE POSICION DE ACELERADOR (TPS),SENSORES,,KEMPARTS,KEM PARTS,CIRRUS 2.5 LTS. 6 CIL. (95-98),365
694,141-623,,"4672026, 4762716",,,,,,,"TH213, TH188",TPS323,14999,,,,,,,,,,,,,SENSOR DE POSICION DE ACELERADOR (TPS),SENSORES,,KEMPARTS,KEM PARTS,"NEON,STRATUS (NO APLICA EN MOTOR DE DOBLE ARBOL DE LEVAS) (94-95)",418
695,143-421,,17061915,,,,,,,PR131,PRD3,21025,,,,,,,,,,,,,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,KEMPARTS,KEM PARTS,"CHEVROLET BLAZER & MAXICAB T.B.I. SILHOUETTE T.B.I. 2.8, 3.1 LTS. ",228
696,143-218,,F4SZ9C968A,,,,,,,PR162,PR207,"21073, 21997",,,,,,,,,,,,,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,KEMPARTS,KEM PARTS,"ESCORT 2.0 LTS. 4 CIL. (1997), CONTOUR 2.5 LTS. 6 CIL. (95-97), MYSTIQUE 2.5 LTS. 6 CIL. ",943
697,PS68,,C8AZ 9278 A,,,,,,,PS149,PS57,,,,,,,,,,,,,,BULBO DE PRESION DE ACEITE,LINEA MECANICA,,KEMPARTS,KEM PARTS,"FORD CONTOUR 2.5 LTS. 6 CIL. (96-98)., ESCORT 2.0 LTS. 4 CIL. (97-02)., EXPLORER 4.0 ",82
698,138-101,,25015107,,,,,,,SG5,SU100,,,,,,,,,,,,,,SENSOR DE OXIGENO (SONA LAMBDA),SENSORES,,KEMPARTS,KEM PARTS,"CHEVY, CHEVY WAGON, MONZA, PICK-UP 1994-2003, 4 CIL., 1.4,",448
