ID,NPC,CODIGO,ORIGINAL,AIRTEX,CARTER,KEM,WALBRO,PFP,DELPHI,STD,WELLS,TOMCO,TRANSPO,WAI,BOSCH,UNIPOINT,VALEO,INTERFIL,NUMERO,PRESENTACION,TIPO,SUB TIPO,EMBALAJE,OE / OTRO,TIPO DECOMPONENTE,TIPO DE COMPONENTE GENERAL,MARCA,MARCA REFACCION,PROVEEDOR,DESCRIPCION,PRECIODE LISTA,PRECIO DE COMPRA,,,,A                    0%,B                    10%,C                   15%,D                    17.55%,E                    18.4%,F                    19.25%,G                    23.5%,PRECIO PROMOCION,PRECIO PROMOCION,CONDICION DE COMPRA
236,41311C,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHEVROLET,INJETECH,CIOSA,BOMBA GM TAHOE%%% YUKON%%% ESCALADE 4.8L%%% 5.3L 6.0L 04          ,1965.14,1611.4148,1418.045024,1276.240522,1276.240522,2552.481043,2297.232939,2169.608887,2104.52062,2082.824531,2061.128442,1952.647998,,,
237,41312C,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHEVROLET,INJETECH,CIOSA,BOMBA VENTURE LARGA 02-05                                   ,1488.28,1220.3896,1073.942848,966.5485632,966.5485632,1933.097126,1739.787414,1643.132557,1593.838581,1577.407255,1560.97593,1478.819302,,,
238,41697C,E7217M,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHYRSLER,INJETECH,CIOSA,BOMBA MOD CHRYSLER 200 SEBRING AVENGER,2857.65,2343.273,2062.08024,1855.872216,1855.872216,3711.744432,3340.569989,3154.982767,3060.333284,3028.783457,2997.233629,2839.48449,,,
239,41698C,E4042M,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHEVROLET,INJETECH,CIOSA,BOMBA MOD GM SILVERADO HD 6.0L 11-14,4219.32,3459.8424,3044.661312,2740.195181,2740.195181,5480.390362,4932.351325,4658.331807,4518.581853,4471.998535,4425.415217,4192.498627,,,
240,41699C,E3840M,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHEVROLET,INJETECH,CIOSA,BOMBA MOD GM EQUINOX 2.4L 10-14,2754.19,2258.4358,1987.423504,1788.681154,1788.681154,3577.362307,3219.626076,3040.757961,2949.535222,2919.127643,2888.720063,2736.682165,,,
241,41700C,E100093M,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHEVROLET,INJETECH,CIOSA,BOMBA MOD GM TRAX 1.8L 13-14,2063.96,1692.4472,1489.353536,1340.418182,1340.418182,2680.836365,2412.752728,2278.71091,2210.349583,2187.562474,2164.775365,2050.839819,,,
242,41701C,E4002M,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHEVROLET,INJETECH,CIOSA,BOMBA MOD GM TERRAIN EQUINOX V6 11-14,2648.26,2171.5732,1910.984416,1719.885974,1719.885974,3439.771949,3095.794754,2923.806156,2836.091972,2806.85391,2777.615849,2631.425541,,,
243,41702C,E9183M,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,NISSAN,INJETECH,CIOSA,BOMBA MOD NISSAN ALTIMA 2.5L 3.5L 13-14,2742.9,2249.178,1979.27664,1781.348976,1781.348976,3562.697952,3206.428157,3028.293259,2937.444461,2907.161529,2876.878596,2725.463933,,,
244,41703C,SP7085M,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,FIAT,INJETECH,CIOSA,BOMBA MOD FIAT 500 1.4L TURBO 12-14,2719.35,2229.867,1962.28296,1766.054664,1766.054664,3532.109328,3178.898395,3002.292929,2912.224141,2882.201212,2852.178282,2702.063636,,,
245,41704C,E2605M,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,BOMBA MOD FORD EXPLORER 3.5L 13-15,2361.44,1936.3808,1704.015104,1533.613594,1533.613594,3067.227187,2760.504468,2607.143109,2528.928816,2502.857385,2476.785954,2346.428798,,,
246,41705C,E2589M,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,BOMBA MOD FORD MUSTANG 3.7L 5.0L 11-14,2691.67,2207.1694,1942.309072,1748.078165,1748.078165,3496.15633,3146.540697,2971.73288,2882.580894,2852.863565,2823.146236,2674.559592,,,
247,41706C,E2621M,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHEVROLET,INJETECH,CIOSA,BOMBA MOD FORD FUSIÓN 2.5L 13-15,2732.8,2240.896,1971.98848,1774.789632,1774.789632,3549.579264,3194.621338,3017.142374,2926.628103,2896.456679,2866.285256,2715.428137,,,
248,41707C,M100102,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHEVROLET,INJETECH,CIOSA,BOMBA MOD GM SILVERADO 1500 14-15,3840.06,3148.8492,2770.987296,2493.888566,2493.888566,4987.777133,4488.99942,4239.610563,4112.422246,4070.02614,4027.630035,3815.649507,,,
249,41708C,68159286AA,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,DODGE,INJETECH,CIOSA,BOMBA MOD RAM 2500 3500 PICKUP 5.7L 6.4L,3942.39,3232.7598,2844.828624,2560.345762,2560.345762,5120.691523,4608.622371,4352.587795,4222.010161,4178.484283,4134.958405,3917.329015,,,
250,41709C,E4071M,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHEVROLET,INJETECH,CIOSA,BOMBA MOD GM SONIC 1.8L 13-14,2155.49,1767.5018,1555.401584,1399.861426,1399.861426,2799.722851,2519.750566,2379.764424,2308.371491,2284.573847,2260.776202,2141.787981,,,
251,41710C,E4074M,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHEVROLET,INJETECH,CIOSA,BOMBA MOD GM MALIBU 13-15,2708.29,2220.7978,1954.302064,1758.871858,1758.871858,3517.743715,3165.969344,2990.082158,2900.379693,2870.478872,2840.57805,2691.073942,,,
252,41711C,E4036M,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHEVROLET,INJETECH,CIOSA,BOMBA MOD GM CAPTIVA SP 2.4L 12-15 3.0L,3205.24,2628.2968,2312.901184,2081.611066,2081.611066,4163.222131,3746.899918,3538.738812,3432.576647,3397.189259,3361.801871,3184.86493,,,
253,41712C,EM10091M,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHEVROLET,INJETECH,CIOSA,BOMBA MOD GM TRAX 1.4L TURBO 2013,2909.15,2385.503,2099.24264,1889.318376,1889.318376,3778.636752,3400.773077,3211.841239,3115.486002,3083.36759,3051.249177,2890.657115,,,
254,41713C,E4038M,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHEVROLET,INJETECH,CIOSA,BOMBA MOD GM TRAX 1.8L 13-14,2865.99,2350.1118,2068.098384,1861.288546,1861.288546,3722.577091,3350.319382,3164.190528,3069.264812,3037.622906,3005.981001,2847.771475,,,
255,41726C,E7270M,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,DODGE,INJETECH,CIOSA,BOMBA MOD RAM 1500 3.7L 11-12 5.7L 11-14,3648.46,2991.7372,2632.728736,2369.455862,2369.455862,4738.911725,4265.020552,4028.074966,3907.232717,3866.951967,3826.671218,3625.267469,,,
256,41727C,E7270MPK,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,DODGE,INJETECH,CIOSA,BOMBA REP. DODGE RAM 3.7L%%% 5.7L 11-14,1384.29,1135.1178,998.903664,899.0132976,899.0132976,1798.026595,1618.223936,1528.322606,1482.472928,1467.189702,1451.906476,1375.490345,,,
257,41767C,PROD26982,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,NISSAN,INJETECH,CIOSA,BOMBA MODULO NISSAN XTRAIL 2.5L 02-06,1802.85,1478.337,1300.93656,1170.842904,1170.842904,2341.685808,2107.517227,1990.432937,1930.719949,1910.815619,1890.91129,1791.389643,,,
258,41768C,PROD27197,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,NISSAN,INJETECH,CIOSA,BOMBA MODULO NISSAN URVAN NV350 2.5L 12-15,2119.94,1738.3508,1529.748704,1376.773834,1376.773834,2753.547667,2478.1929,2340.515517,2270.300052,2246.894896,2223.489741,2106.463965,,,
259,42055C,E9049M,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,MAZDA,INJETECH,CIOSA,BOMBA MODULO MAZDA 3  2.0L%%% 2.5L  10-13,1944.96,1594.8672,1403.483136,1263.134822,1263.134822,2526.269645,2273.64268,2147.329198,2082.909322,2061.43603,2039.962738,1932.596278,,,
260,42056C,77020-26031,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,TOYOTA,INJETECH,CIOSA,BOMBA MODULO TOYOTA HIACE 2.7L  09-12,1722.25,1412.245,1242.7756,1118.49804,1118.49804,2236.99608,2013.296472,1901.446668,1844.403268,1825.388801,1806.374335,1711.302001,,,
261,42304C,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,DODGE,INJETECH,CIOSA,BOMBA DODGE ATTITUDE 1.4L 06-11,2248.64,1843.8848,1622.618624,1460.356762,1460.356762,2920.713523,2628.642171,2482.606495,2408.1283,2383.302235,2358.47617,2234.345845,,,
262,08548C,BECCH001,82207708548,E7040-PK,P90629%%% P74078,227-E,GCA780%%% GCA783,P41-K,,,,,,,,,,,,,,,,F00E190595/597,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,SHADOW%%% SPIRIT%%% LEBARON L4%%% V6 91-95; P41K,267.88,219.6616,193.302208,173.9719872,173.9719872,347.9439744,313.149577,295.7523782,286.8798069,283.9222831,280.9647593,266.1771404,,,
263,08246C,BECCH002,82207708246,E7138-PKM,,228-E,GCA781%%% GCA782,P44-K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,PICKUP%%% DAKOTA%%% DURANGO%%% VOYAGER 95-01; P44K,429.01,351.7882,309.573616,278.6162544,278.6162544,557.2325088,501.5092579,473.6476325,459.4382035,454.7017272,449.9652509,426.2828692,,,
264,10355C,BECCH003,82207710355,E7063-PK,P74109%%% P74127,220-E,GCA748,P42-K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,PICKUP B150-350 C/M CARTER 92-97,564.95,463.259,407.66792,366.901128,366.901128,733.802256,660.4220304,623.7319176,605.0199601,598.7826409,592.5453217,561.3587258,,,
265,10356C,BECCH004,82207710356,E7154,P74186,221-E,GCA733,P40K,FE0247,,,,,,,,,,,,,,, PIERCE P606,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,CHEROKEE [GRAND]%%% WRANGLER%%% CIRRUS97-00; KEM 221E,340.12,278.8984,245.430592,220.8875328,220.8875328,441.7750656,397.597559,375.5088058,364.2435416,360.4884535,356.7333655,337.9579252,,,
266,12660C,BECCH005,82207712660,E7094-PKM%%% E7089-PK,P90629,425-E,GCA784%%% GCA785%%% GCA786,P41K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,NEON%%% STRATUS%%% VOYAGER 95-04; OEM,1044.34,856.3588,753.595744,678.2361696,678.2361696,1356.472339,1220.825105,1153.001488,1118.411444,1106.881429,1095.351414,1037.701339,,,
267,05039C,BECCH006,2715CHBEC604,E7012,P74083,223-E,GCA516,P39-CK,FE0066,,,,,,,,,,,,,,,69305-028,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,SHADOW%%% PHANTOM%%% CARAVAN%%% VOYAGER 85-90,413.57,339.1274,298.432112,268.5889008,268.5889008,537.1778016,483.4600214,456.6011314,442.9030974,438.3370861,433.7710748,410.9410182,,,
268,10357C,BECCH007,82207710357,E972-PK,P90601,224-E,,P05-AK,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,ATOS BY DODGE 1.0L 00-05,257.58,211.2156,185.869728,167.2827552,167.2827552,334.5655104,301.1089594,284.3806838,275.8492633,273.0054565,270.1616496,255.9426155,,,
269,10358C,BECCH008,82207710358,E7054-PK%%% E7101-PK,P74662,,,P43-K,,,,,,,,,,,,,,,,67616,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,CONCORDE%%% INTREPID V6 93-00; P43K,337.92,277.0944,243.843072,219.4587648,219.4587648,438.9175296,395.0257766,373.0799002,361.8875032,358.1567042,354.4259052,335.7719101,,,
270,05036C,BECCH009,2715CHBEC168,E7000,P74036,,GCA511,P39-CK,,,,,,,,,,,,,,,,69300,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,SHADOW%%% SPIRIT%%% DAYTONA%%% CARAVAN 86-90,436.96,358.3072,315.310336,283.7793024,283.7793024,567.5586048,510.8027443,482.4248141,467.9520697,463.1278215,458.3035734,434.1823327,,,
271,05035C,BECCH011,2715CHBEC167,E7018,P74982,,GCA515,,FE0079,,,,,,,,,,,,,,,69306-027,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,DODGE PICKUP%%% B SERIE L4%%%V6%%%V8 88-90,379.62,311.2884,273.933792,246.5404128,246.5404128,493.0808256,443.772743,419.1187018,406.5451407,402.3539537,398.1627667,377.2068316,,,
272,07390C,BECCH012,82207707390,,,,,P36-K,,,,,,,,,,,,,,,,9580810019,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,JEEP WRANGLER%%%CHEROKEE 4.0L 90-95,524.35,429.967,378.37096,340.533864,340.533864,681.067728,612.9609552,578.9075688,561.5403417,555.751266,549.9621904,521.0168119,,,
273,12894C,BECCH013,82207712894,E7047-PK,,220-EX,GCA749,P42-K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,D100-350%%% W100-350%%% RAMCHARGER 91-93; DAKOTA 94-95,548.34,449.6388,395.682144,356.1139296,356.1139296,712.2278592,641.0050733,605.3936803,587.2318699,581.1779331,575.1239963,544.8543123,,,
274,05040C,BECCH014,2715CHBEC605,E7006,P74155,EFP1701,5CA234,P1032K,FE0108,,,,,,,,,,,,,,,69302,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,CHEROKEE%%% COMANCHE%%% WRAN 2.5L%%% 4.0L 87-93,643.56,527.7192,464.392896,417.9536064,417.9536064,835.9072128,752.3164915,710.5211309,689.205497,682.1002856,674.9950743,639.4690178,,,
275,13931C,BECCH017,82207713931,E7206,P76219,421-E,TCA777,P49-K,FE0417,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,PT CRUISER 2.4L TURBO 04-07; TCA777,1794.45,1471.449,1294.87512,1165.387608,1165.387608,2330.775216,2097.697694,1981.158934,1921.724166,1901.912576,1882.100987,1783.04304,,,
276,13932C,BECCH018,82207713932,E7207,P76211,420-E,TCA776,P48-K,FE0416,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,PT CRUISER 2.4L 04-07%%% LIBERTY 3.7L 05-07; TCA776,585.85,480.397,422.74936,380.474424,380.474424,760.948848,684.8539632,646.8065208,627.4023252,620.93426,614.4661948,582.1258687,,,
277,13933C,BECCH019,82207713933,E7206,P76225,422-E,TCA778,P49-K,FE0417,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,GRAND CHEROKEE%%% COMMANDER%%% 3.7L%%% 4.7L%%% 5.7L 05-07%%% DAKOTA 3.7L 05-07,2128.75,1745.575,1536.106,1382.4954,1382.4954,2764.9908,2488.49172,2350.24218,2279.734915,2256.232493,2232.730071,2115.217962,,,
278,BECCH020C,37224,,E7094-PKM%%% E7089-PK,P90629,425-E,GCA784%%% GCA785%%% GCA786,P41K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,NEON STRATUS VOYAGER 90-04 TIPOWALBRO GCA768-2,447.35,366.827,322.80776,290.526984,290.526984,581.053968,522.9485712,493.8958728,479.0789966,474.1400379,469.2010792,444.5062855,,,
279,38335C,BECCH021,,E7221,P76228,423-E,TCA779,2P48K,FE0418,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,CARAVAN TOWN&COUNTRY 05-07 3.3-3.8L,585.85,480.397,422.74936,380.474424,380.474424,760.948848,684.8539632,646.8065208,627.4023252,620.93426,614.4661948,582.1258687,,,
280,39003C,BECCH022,,E7207,P76211,420-E,TCA776%%% TCA779,P48-K,FE0416,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,PT CRUISER2.4L 04-07 LIBERTY 3.7L 05-07,394.23,323.2686,284.476368,256.0287312,256.0287312,512.0574624,460.8517162,435.248843,422.1913777,417.8388893,413.4864009,391.7239587,,,
281,39720C,BECCH023,,E7165-PK,P76259-REP,7218-E,,,FG0474,,,,,,,,,,,,,,,67715 | ,BOMBA-REPUESTO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,RAM R1500 04-08 R2500 06-09 [Repuesto p/14440],558.79,458.2078,403.222864,362.9005776,362.9005776,725.8011552,653.2210397,616.9309819,598.4230525,592.2537426,586.0844328,555.2378837,,,
282,10359C,BECFD001,82207710359,E2059MN,P74107%%% P74159%%% P74185,271-E,TU200%%% TU204%%% TU206,P46K,,,,,,,,,,,,,,,,67000 | ,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,BRONCO%%% F150-450%%% E150-350 89-96 REPUESTO PARA BOTE 05048,355.1,291.182,256.24016,230.616144,230.616144,461.232288,415.1090592,392.0474448,380.2860215,376.365547,372.4450726,352.8427003,,,
283,05047C,BECFD002,2715FDBEC166,E2002%%% E2067%%% E2042%%% E2024,P74123%%% P74112,260-E%%% 263-E ,5CA226%%% 5CA201%%% 5CA206,P13K,FE0122,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,ESCORT 87-90%%% AEROSTAR 86-89%%% RANGER%%% 89-97 MAZDA SERIES B 94-97,320.33,262.6706,231.150128,208.0351152,208.0351152,416.0702304,374.4632074,353.6596958,343.049905,339.513308,335.976711,318.2937263,,,
284,05046C,BECFD003,2715FDBEC165,E2044,P74112%%% P74118,264E,,P39-FK,,,,,,,,,,,,,,,,69118-012 | P74149%%% P74125,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,COUGAR%%% THUNDERBIRD 89-97 Y [SC] 85-88%%% WINDSTAR 95-97 MARQUIS 1992,328.88,269.6816,237.319808,213.5878272,213.5878272,427.1756544,384.458089,363.0993062,352.2063271,348.575334,344.9443409,326.7893756,,,
285,05042C,BECFD004,2715FDBEC161,E2471,P88004,266-E%%% 267-E ,,P05K,,,,,,,,,,,,,,,,69131-017 | ,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,PICK UP'S%%% VAN'S 97-03%%% EXPLORER 95-02%%% RANGER 1998 GD MARQUIS 93-96,332.2,272.404,239.71552,215.743968,215.743968,431.487936,388.3391424,366.7647456,355.7618032,352.0941558,348.4265083,330.088271,,,
286,05043C,BECFD005,2715FDBEC162,E2157%%% E2471,P74172,269-E,,P2157K,FE0296%%% FE0298,,,,,,,,,,,,,,,69131-017%%% 69128-017 | ,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,VAN'S 97-03%%% EXPLORER 95-00%%% RANGER 98-01 GD MARQUIS 98-04,314.87,258.1934,227.210192,204.4891728,204.4891728,408.9783456,368.080511,347.6315938,337.2026459,333.72633,330.2500141,312.8684344,,,
287,07132C,BECFD006,82207707132,E2226%%% E2471,,269-E,GCA752,P2226K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,FOCUS 00-04%%% COURIER%%%FIESTA IKON%%%MONDEO 01-04%%%WINDSTAR 98-03%%%MUSTANG 98-04,324.27,265.9014,233.993232,210.5939088,210.5939088,421.1878176,379.0690358,358.009645,347.2693556,343.6892592,340.1091627,322.2086805,,,
288,10360C,BECFD007,82207710360,E2485,P74067,313-E,,P06-K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,F150-350%%% E150-350 L6%%% V8 86-91 BOMBA INTERNA,289.47,237.3654,208.881552,187.9933968,187.9933968,375.9867936,338.3881142,319.5887746,310.0011113,306.8052236,303.6093358,287.6298971,,,
289,05050C,BECFD008,2715FDBEC480,E2000,P74028,2000-E,GCL601,P37,FD0029,,,,,,,,,,,,,,,69100 | ,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,RANGER 85-88 SERIES F 85-89 SERIES E VAN 86-91 BOMBA EXTERNA,693.87,568.9734,500.696592,450.6269328,450.6269328,901.2538656,811.128479,766.0657858,743.0838122,735.4231543,727.7624965,689.4592072,,,
290,10865C,BECFD009,82207710865,E2386%%% %%% E2314,P76230%%% P76103%%% P76104,,TCA917%%% TCA911%%% TCA903%%% TCA925%%% TCA919,,,,,,,,,,,,,,,,, | FE0423%%% FE0420,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,SABLE%%% TAURUS%%% WINDSTAR 3.8L V6 97-03,260.65,213.733,188.08504,169.276536,169.276536,338.553072,304.6977648,287.7701112,279.1370079,276.2593068,273.3816056,258.9931001,,,
291,05049C,BECFD010,2715FDBEC381,E2001,P88000,,5CA212,,,,,,,,,,,,,,,,,69117%%% 69101012 | E83Z9H307A%%% F0AZ9H307A,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,AEROSTAR%%% EXPLORER%%% RANGER%%% B2300 89-97; P74112%%% E2001,384.73,315.4786,277.621168,249.8590512,249.8590512,499.7181024,449.7462922,424.760387,412.0175754,407.7699716,403.5223677,382.2843483,,,
292,12377C,BECFD011,82207712377,E2157,P74172,269-E,,P2157-K,FE0296%%% FE0298,,,,,,,,,,,,,,,69131017%%% 69128017 | ,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,VAN'S 97-03%%% EXPLORER 95-00%%% RANGER 98-01 GD MARQUIS 98-04 OEM,265.19,217.4558,191.361104,172.2249936,172.2249936,344.4499872,310.0049885,292.7824891,283.9990144,281.0711896,278.1433647,263.5042402,,,
293,07393C,BECFD012,82207707393,E2226,,269-E,GCA752,P2226K,,,,,,,,,,,,,,,,F000TE1276 | ,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,FOCUS 00-04%%% COURIER%%%FIESTA IKON%%%MONDEO 01-04%%%WINDSTAR 98-03%%%MUSTANG 98-04,298.29,244.5978,215.246064,193.7214576,193.7214576,387.4429152,348.6986237,329.3264779,319.4466836,316.1534188,312.860154,296.3938301,,,
294,07131C,BECFD013,82207707131,E2065,P74122,,5CA210,P39FK,FE0105,,,,,,,,,,,,,,,69125-014 | ,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,TOPAZ %%% GHIA L4%%% V6 88-94 ESCORT%%%TRACER 94-97,413.84,339.3488,298.626944,268.7642496,268.7642496,537.5284992,483.7756493,456.8992243,443.1922476,438.6232553,434.0542631,411.2093019,,,
295,12963C,BECFD014,82207712963,E2436M,,275-E,,2P2221K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,PICK UP´S SERIES F 04-08 SERIES VAN 04-08,313.21,256.8322,226.012336,203.4111024,203.4111024,406.8222048,366.1399843,345.7988741,335.4249079,331.9669191,328.5089304,311.2189867,,,
296,05045C,BECFD015,2715FDBEC164,E2182,P74025,,GCA747,,FD0013,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,GRAND MARQUIS%%% CONTINENTAL%%% TOWN CAR 80-91 BOMBA EXTERNA,678.63,556.4766,489.699408,440.7294672,440.7294672,881.4589344,793.313041,749.2400942,726.7628914,719.2704905,711.7780895,674.3160848,,,
297,07130C,BECFD016,82207707130,E2157,P74172,266-E,GCA721,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,VAN'S 97-03%%% EXPLORER 95-00%%% RANGER 98-01 GD MARQUIS 98-04 TIPO WALBRO,323.28,265.0896,233.278848,209.9509632,209.9509632,419.9019264,377.9117338,356.9166374,346.2091383,342.6399719,339.0708056,321.2249737,,,
298,07129C,BECFD017,82207707129,E2390,P74170,265-E,TCA708,,FE0160,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,CONTOUR%%% MYSTIQUE 2.0L%%% 2.5L 99-00 MUSTANG 3.8L 1998. P/MOD. CON BARRAS,434.27,356.1014,313.369232,282.0323088,282.0323088,564.0646176,507.6581558,479.454925,465.0712772,460.276728,455.4821787,431.5094325,,,
299,BECFD018C,34585,,,,272-E,,,,,,,,,,,,,,,,,,0580454008 | 1S6U9H307AD,BOMBA-REPUESTO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,ECOSPORT%%% FIESTA%%% IKON 2.0L 01-09 CON VALVULA INFERIOR,370.97,304.1954,267.691952,240.9227568,240.9227568,481.8455136,433.6609622,409.5686866,397.281626,393.1859391,389.0902522,368.6118179,,,
300,05054C,BECGM001,2715GMBEC171,E3240,P60460,240-E,5CA400,P240KC,,,,,,,,,,,,,,,,69219%%% 69222 | BGV00240,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJETECH,CIOSA,CENTURY%%% CAMARO V6 84-92%%% CAVALIER%%% CUTLASS%%%CELEBRITY V6 85-89 S10 2.2L 94-95,312.85,256.537,225.75256,203.177304,203.177304,406.354608,365.7191472,345.4014168,335.0393743,331.5853601,328.131346,310.8612751,,,
301,07398C,BECGM002,82207707398,E248-PK,,248-E%%% 242-E,,P988-K,,,,,,,,,,,,,,,, | BGV00248,BOMBA-REPUESTO,BOMBA DE GASOLINA,GM,INJETECH,CIOSA,CAVALIER%%% SUNFIRE%%% MALIBU%%% S10 95-99 CON RETORNO SITEMA CON REGULADOR,383.53,314.4946,276.755248,249.0797232,249.0797232,498.1594464,448.3435018,423.4355294,410.7324636,406.4981083,402.263753,381.0919765,,,
